1000,151.5
3000,150.7
5000,149
7000,146.6
10000,141.7
20000,119
30000,94.9
50000,60.4
70000,41.9
100000,28.2
200000,14.7
300000,11.1
500000,8.7
700000,7.8
1000000,7.2
3000000,6.559559427
5000000,6.397165568
7000000,6.286268544
10000000,6.12199933
30000000,4.771709985
50000000,3.740384028
70000000,3.130652789
100000000,2.605277556
