1000,429.2
3000,429.4
5000,429.8
7000,430.4
10000,431.5
20000,436.7
30000,442.2
50000,450.3
70000,454.8
100000,458.5
200000,463.7
300000,466.1
500000,468.6
700000,470
1000000,471.5
3000000,474.2063576
5000000,486.5355686
7000000,503.5602847
10000000,537.1963147
30000000,874.2429106
50000000,1173.766574
70000000,1396.773241
100000000,1662.375042
